Opportunities.Opportunity Owner Name,Opportunities.Budget,Opportunities.Campaign Name,Opportunities.Close %
Anne Weiler,2000,New Product Releases,1
Anne Weiler,2000,Twitter,1
Anne Weiler,4375,,0.4107142857142857
Anne Weiler,4375,Consumer Tradeshow,1
Anne Weiler,4375,Customer Care Campaign,1
Anne Weiler,4375,Customer Follow-up,1
Anne Weiler,4375,Monthly Newsletter,1
Anne Weiler,4375,New Product Releases,1
Anne Weiler,625,,0.4166666666666667
Anne Weiler,625,Customer Care Campaign,1
Anne Weiler,625,Market Trends Newsletter,0.6666666666666666
Anne Weiler,625,New Product Releases,1
Anne Weiler,625,Twitter,0.5
Anne Weiler,2500,,0.4
Anne Weiler,2500,Consumer Tradeshow,1
Anne Weiler,2500,Customer Care Campaign,0.5714285714285714
Anne Weiler,2500,Market Trends Newsletter,1
Anne Weiler,2500,New Product Releases,0.6666666666666666
Anne Weiler,2500,Twitter,1
Anne Weiler,4000,,0.39705882352941174
Anne Weiler,4000,Consumer Tradeshow,1
Anne Weiler,4000,Customer Care Campaign,1
Anne Weiler,4000,Customer Follow-up,1
Anne Weiler,4000,Monthly Newsletter,0.8333333333333334
Anne Weiler,4000,New Product Releases,1
Anne Weiler,4000,Twitter,1
Anne Weiler,1000,,0.36
Anne Weiler,1000,Customer Care Campaign,1
Anne Weiler,1000,Market Trends Newsletter,1
Anne Weiler,1000,New Product Releases,0.5
Anne Weiler,1000,Twitter,0.75
Anne Weiler,2750,,0.43333333333333335
Anne Weiler,2750,Consumer Tradeshow,1
Anne Weiler,2750,Customer Care Campaign,1
Anne Weiler,2750,Market Trends Newsletter,1
Anne Weiler,2750,Twitter,1
Anne Weiler,3250,,0.4057971014492754
Anne Weiler,3250,Consumer Tradeshow,1
Anne Weiler,3250,Customer Care Campaign,0.6
Anne Weiler,3250,Customer Follow-up,1
Anne Weiler,3250,Monthly Newsletter,0.8571428571428571
Anne Weiler,3250,New Product Releases,1
Anne Weiler,3375,,0.4375
Anne Weiler,3375,Consumer Tradeshow,0.75
Anne Weiler,3375,Customer Care Campaign,1
Anne Weiler,3375,Customer Follow-up,0.5
Anne Weiler,3375,Market Trends Newsletter,1
Anne Weiler,3375,Monthly Newsletter,0.5
Anne Weiler,3375,New Product Releases,1
Anne Weiler,4750,,0.38
Anne Weiler,4750,Consumer Tradeshow,1
Anne Weiler,4750,Customer Care Campaign,1
Anne Weiler,4750,Customer Follow-up,1
Anne Weiler,4750,Monthly Newsletter,0.6666666666666666
Anne Weiler,4750,New Product Releases,1
Anne Weiler,4875,,0.4186046511627907
Anne Weiler,4875,Consumer Tradeshow,0.6666666666666666
Anne Weiler,4875,Customer Follow-up,0.8
Anne Weiler,4875,Monthly Newsletter,0.3333333333333333
Anne Weiler,4875,New Product Releases,1
Anne Weiler,4250,,0.4084507042253521
Anne Weiler,4250,Consumer Tradeshow,1
Anne Weiler,4250,Customer Follow-up,0.8
Anne Weiler,4250,Monthly Newsletter,0.7142857142857143
Anne Weiler,4250,New Product Releases,1
Anne Weiler,875,,0.35294117647058826
Anne Weiler,875,Customer Care Campaign,1
Anne Weiler,875,Market Trends Newsletter,0.3333333333333333
Anne Weiler,875,New Product Releases,1
Anne Weiler,875,Twitter,1
Anne Weiler,250,,0.2608695652173913
Anne Weiler,250,Market Trends Newsletter,1
Anne Weiler,250,New Product Releases,1
Anne Weiler,250,Twitter,1
Anne Weiler,4625,,0.3469387755102041
Anne Weiler,4625,Customer Follow-up,1
Anne Weiler,4625,Monthly Newsletter,0.6
Anne Weiler,4625,New Product Releases,1
Anne Weiler,125,,0.2777777777777778
Anne Weiler,125,Market Trends Newsletter,1
Anne Weiler,375,,0.2777777777777778
Anne Weiler,375,Market Trends Newsletter,1
Anne Weiler,375,Twitter,1
Anne Weiler,2625,,0.3333333333333333
Anne Weiler,2625,Consumer Tradeshow,1
Anne Weiler,2625,Customer Care Campaign,0.25
Anne Weiler,2625,New Product Releases,1
Anne Weiler,2625,Twitter,1
Anne Weiler,3000,,0.32432432432432434
Anne Weiler,3000,Consumer Tradeshow,1
Anne Weiler,3000,Customer Care Campaign,0.5714285714285714
Anne Weiler,3000,Market Trends Newsletter,0.5
Anne Weiler,3000,New Product Releases,1
Anne Weiler,1125,,0.3181818181818182
Anne Weiler,1125,Market Trends Newsletter,0.3333333333333333
Anne Weiler,1125,New Product Releases,1
Anne Weiler,1125,Twitter,0.6666666666666666
Anne Weiler,4125,,0.31746031746031744
Anne Weiler,4125,Consumer Tradeshow,1
Anne Weiler,4125,Customer Follow-up,0.5
Anne Weiler,4125,Market Trends Newsletter,1
Anne Weiler,4125,Monthly Newsletter,0.5
Anne Weiler,4125,New Product Releases,1
Anne Weiler,500,,0.2608695652173913
Anne Weiler,500,Market Trends Newsletter,1
Anne Weiler,500,Twitter,0.6666666666666666
Anne Weiler,750,,0.2222222222222222
Anne Weiler,750,New Product Releases,1
Anne Weiler,750,Twitter,0.6666666666666666
Eric Gruber,5500,,1
Eric Gruber,5500,New Product Releases,1
Eric Gruber,3500,,0.8222222222222222
Eric Gruber,3500,Customer Care Campaign,1
Eric Gruber,3500,Customer Follow-up,1
Eric Gruber,3500,Monthly Newsletter,1
Eric Gruber,3500,New Product Releases,0.5
Eric Gruber,3500,Twitter,1
Eric Gruber,5375,,0.7
Eric Gruber,5375,Consumer Tradeshow,1
Eric Gruber,5375,Market Trends Newsletter,1
Eric Gruber,5625,,0.7142857142857143
Eric Gruber,5625,New Product Releases,1
Eric Gruber,2875,,0.7391304347826086
Eric Gruber,2875,Customer Care Campaign,1
Eric Gruber,4875,,0.7037037037037037
Eric Gruber,4875,Customer Care Campaign,1
Eric Gruber,4875,Customer Follow-up,0.8333333333333334
Eric Gruber,4875,Monthly Newsletter,0.6666666666666666
Eric Gruber,4875,New Product Releases,0.5
Eric Gruber,3250,,0.6666666666666666
Eric Gruber,3250,Customer Care Campaign,0.6666666666666666
Eric Gruber,3250,Customer Follow-up,1
Eric Gruber,3250,Market Trends Newsletter,0.5
Eric Gruber,3250,Monthly Newsletter,1
Eric Gruber,3250,New Product Releases,1
Eric Gruber,3750,,0.6724137931034483
Eric Gruber,3750,Consumer Tradeshow,1
Eric Gruber,3750,Customer Care Campaign,1
Eric Gruber,3750,Customer Follow-up,1
Eric Gruber,3875,,0.6216216216216216
Eric Gruber,3875,Consumer Tradeshow,0.6666666666666666
Eric Gruber,3875,Customer Care Campaign,1
Eric Gruber,3875,Customer Follow-up,1
Eric Gruber,3875,Monthly Newsletter,1
Eric Gruber,2625,,0.6923076923076923
Eric Gruber,2625,Customer Care Campaign,0.8571428571428571
Eric Gruber,2625,Monthly Newsletter,1
Eric Gruber,2625,New Product Releases,0.6666666666666666
Eric Gruber,3375,,0.6666666666666666
Eric Gruber,3375,Customer Care Campaign,1
Eric Gruber,3375,Customer Follow-up,1
Eric Gruber,3375,Monthly Newsletter,0.5
Eric Gruber,3375,New Product Releases,0.5
Eric Gruber,4125,,0.6545454545454545
Eric Gruber,4125,Consumer Tradeshow,1
Eric Gruber,4125,Customer Care Campaign,1
Eric Gruber,4125,Monthly Newsletter,0.3333333333333333
Eric Gruber,4125,New Product Releases,1
Eric Gruber,3625,,0.6382978723404256
Eric Gruber,3625,Customer Care Campaign,1
Eric Gruber,3625,Customer Follow-up,1
Eric Gruber,3625,Market Trends Newsletter,0.5
Eric Gruber,3625,Monthly Newsletter,1
Eric Gruber,2500,,0.6
Eric Gruber,2500,Consumer Tradeshow,1
Eric Gruber,2500,Customer Care Campaign,1
Eric Gruber,2500,New Product Releases,0.5
Eric Gruber,4000,,0.5813953488372093
Eric Gruber,4000,Consumer Tradeshow,0.75
Eric Gruber,4000,Customer Care Campaign,1
Eric Gruber,4000,Customer Follow-up,1
Eric Gruber,4000,Monthly Newsletter,0.8
Eric Gruber,4500,,0.5588235294117647
Eric Gruber,4500,Customer Follow-up,1
Eric Gruber,4500,Monthly Newsletter,1
Eric Gruber,2750,,0.6666666666666666
Eric Gruber,2750,Consumer Tradeshow,1
Eric Gruber,2750,New Product Releases,0.6666666666666666
Eric Gruber,4625,,0.6333333333333333
Eric Gruber,4625,Customer Care Campaign,1
Eric Gruber,4625,Customer Follow-up,1
Eric Gruber,4625,New Product Releases,0.25
Eric Gruber,3000,,0.5555555555555556
Eric Gruber,3000,Consumer Tradeshow,1
Eric Gruber,3000,Customer Care Campaign,1
Eric Gruber,3000,Market Trends Newsletter,0.3333333333333333
Eric Gruber,4250,,0.6153846153846154
Eric Gruber,4250,Consumer Tradeshow,1
Eric Gruber,4250,Customer Care Campaign,1
Eric Gruber,4250,Customer Follow-up,1
Eric Gruber,4250,Monthly Newsletter,0.5
Eric Gruber,5000,,0.75
Eric Gruber,5250,,0.5
Eric Gruber,5250,Consumer Tradeshow,1
Eric Gruber,5250,New Product Releases,0.5
Eric Gruber,4750,,0.5641025641025641
Eric Gruber,4750,Consumer Tradeshow,1
Eric Gruber,4750,Customer Follow-up,1
Eric Gruber,4750,Monthly Newsletter,0.5714285714285714
Eric Gruber,5125,,0.625
Eric Gruber,5125,New Product Releases,1
Eric Gruber,6000,,0.6666666666666666
Eric Gruber,6000,New Product Releases,0.5
Eric Gruber,2375,,0.46153846153846156
Eric Gruber,2375,Consumer Tradeshow,1
Eric Gruber,2375,Twitter,1
Eric Gruber,4375,,0.6
Eric Gruber,4375,Customer Care Campaign,1
Eric Gruber,4375,Customer Follow-up,1
Eric Gruber,4375,Monthly Newsletter,0.25
Eric Gruber,4375,New Product Releases,0.2
Eric Gruber,4375,Twitter,1
Eric Gruber,3125,,0.5348837209302325
Eric Gruber,3125,Customer Care Campaign,1
Eric Gruber,3125,Monthly Newsletter,1
Eric Gruber,375,,0.5333333333333333
Eric Gruber,375,Market Trends Newsletter,1
Eric Gruber,5875,,0.5714285714285714
Eric Gruber,5875,New Product Releases,1
Eric Gruber,2000,,0.6
Eric Gruber,2000,Customer Care Campaign,0.5
Eric Gruber,500,,0.4
Eric Gruber,500,Market Trends Newsletter,0.3333333333333333
Eric Gruber,500,New Product Releases,1
Eric Gruber,2250,,0.5
Eric Gruber,250,,0.36363636363636365
Eric Gruber,250,New Product Releases,1
Eric Gruber,1000,,0.36363636363636365
Eric Gruber,1000,New Product Releases,0.5
Eric Gruber,1000,Twitter,0.5
Eric Gruber,875,,0.35714285714285715
Eric Gruber,875,New Product Releases,0.5
Eric Gruber,875,Twitter,0.3333333333333333
Eric Gruber,6125,,0.2857142857142857
Eric Gruber,6125,Consumer Tradeshow,1
Eric Gruber,6125,New Product Releases,0.25
Eric Gruber,1875,,0.3
Eric Gruber,2125,,0.3333333333333333
Eric Gruber,750,,0.1875
Eric Gruber,750,Market Trends Newsletter,0.5
Eric Gruber,750,Twitter,0.5
Eric Gruber,125,,0.21052631578947367
Eric Gruber,125,Market Trends Newsletter,1
Eric Gruber,5750,,0.25
Eric Gruber,625,,0.16666666666666666
Eric Gruber,625,New Product Releases,1
Eric Gruber,1500,,0.16666666666666666
Eric Gruber,1500,Customer Care Campaign,1
Eric Gruber,1625,,0.1111111111111111
Eric Gruber,1625,Consumer Tradeshow,1
Eric Gruber,1625,Market Trends Newsletter,1
Eric Gruber,1750,,0.09523809523809523
Eric Gruber,1750,Customer Care Campaign,1
Eric Gruber,1375,,0.06896551724137931
Eric Gruber,1375,Consumer Tradeshow,1
Eric Gruber,1375,Customer Care Campaign,1
Eric Gruber,1250,Consumer Tradeshow,1
Eric Gruber,1125,Twitter,0.5
Greg Winston,2750,,0.8
Greg Winston,2750,Consumer Tradeshow,0.5
Greg Winston,2750,Customer Care Campaign,1
Greg Winston,4125,,0.7636363636363637
Greg Winston,4125,Consumer Tradeshow,1
Greg Winston,4125,Customer Care Campaign,1
Greg Winston,4125,Customer Follow-up,0.3333333333333333
Greg Winston,4125,Market Trends Newsletter,0.5
Greg Winston,4125,Monthly Newsletter,0.5
Greg Winston,4125,New Product Releases,0.5
Greg Winston,4375,,0.72
Greg Winston,4375,Customer Follow-up,0.5
Greg Winston,4375,Monthly Newsletter,0.8
Greg Winston,4375,New Product Releases,0.75
Greg Winston,4250,,0.7068965517241379
Greg Winston,4250,Customer Care Campaign,1
Greg Winston,4250,Customer Follow-up,1
Greg Winston,4250,Market Trends Newsletter,1
Greg Winston,4250,Monthly Newsletter,0.6666666666666666
Greg Winston,4250,Twitter,1
Greg Winston,6125,,0.75
Greg Winston,6125,Consumer Tradeshow,1
Greg Winston,3375,,0.6835443037974683
Greg Winston,3375,Consumer Tradeshow,0.5
Greg Winston,3375,Customer Care Campaign,0.75
Greg Winston,3375,Customer Follow-up,1
Greg Winston,3375,Monthly Newsletter,0.8
Greg Winston,3375,New Product Releases,1
Greg Winston,3625,,0.6351351351351351
Greg Winston,3625,Consumer Tradeshow,1
Greg Winston,3625,Customer Care Campaign,1
Greg Winston,3625,Customer Follow-up,0.6666666666666666
Greg Winston,3625,Monthly Newsletter,0.6666666666666666
Greg Winston,3625,New Product Releases,1
Greg Winston,3000,,0.65625
Greg Winston,3000,Consumer Tradeshow,1
Greg Winston,3000,Customer Care Campaign,1
Greg Winston,3000,New Product Releases,1
Greg Winston,3875,,0.66
Greg Winston,3875,Consumer Tradeshow,1
Greg Winston,3875,Customer Care Campaign,1
Greg Winston,3875,Customer Follow-up,0.8
Greg Winston,3875,Monthly Newsletter,0.42857142857142855
Greg Winston,4500,,0.6
Greg Winston,4500,Consumer Tradeshow,1
Greg Winston,4500,Customer Care Campaign,1
Greg Winston,4500,Customer Follow-up,1
Greg Winston,4500,Monthly Newsletter,0.6666666666666666
Greg Winston,2625,,0.5925925925925926
Greg Winston,2625,Consumer Tradeshow,0.75
Greg Winston,2625,Customer Care Campaign,1
Greg Winston,2625,New Product Releases,1
Greg Winston,2625,Twitter,1
Greg Winston,3250,,0.5737704918032787
Greg Winston,3250,Consumer Tradeshow,1
Greg Winston,3250,Customer Care Campaign,1
Greg Winston,3250,Customer Follow-up,0.6666666666666666
Greg Winston,3250,Monthly Newsletter,0.6666666666666666
Greg Winston,4625,,0.6491228070175439
Greg Winston,4625,Customer Care Campaign,1
Greg Winston,4625,Customer Follow-up,1
Greg Winston,4625,Monthly Newsletter,0.45454545454545453
Greg Winston,4000,,0.6078431372549019
Greg Winston,4000,Customer Care Campaign,1
Greg Winston,4000,Customer Follow-up,1
Greg Winston,4000,New Product Releases,0.6666666666666666
Greg Winston,5000,,0.5714285714285714
Greg Winston,5000,Consumer Tradeshow,1
Greg Winston,5000,Customer Care Campaign,1
Greg Winston,5000,Market Trends Newsletter,1
Greg Winston,4750,,0.5789473684210527
Greg Winston,4750,Consumer Tradeshow,1
Greg Winston,4750,Customer Follow-up,1
Greg Winston,4750,Monthly Newsletter,0.2
Greg Winston,4750,New Product Releases,0.6666666666666666
Greg Winston,3500,,0.5466666666666666
Greg Winston,3500,Consumer Tradeshow,1
Greg Winston,3500,Customer Care Campaign,1
Greg Winston,3500,Customer Follow-up,1
Greg Winston,3500,Monthly Newsletter,0.6666666666666666
Greg Winston,3125,,0.5396825396825397
Greg Winston,3125,Consumer Tradeshow,1
Greg Winston,3125,Customer Care Campaign,1
Greg Winston,3125,Customer Follow-up,1
Greg Winston,3125,Monthly Newsletter,0.2857142857142857
Greg Winston,5500,,0.5
Greg Winston,5500,Consumer Tradeshow,1
Greg Winston,5500,Customer Care Campaign,1
Greg Winston,5500,New Product Releases,0.6
Greg Winston,6000,,0.42857142857142855
Greg Winston,6000,Customer Care Campaign,1
Greg Winston,6000,New Product Releases,1
Greg Winston,4875,,0.509090909090909
Greg Winston,4875,Consumer Tradeshow,0.3333333333333333
Greg Winston,4875,Customer Follow-up,1
Greg Winston,4875,Monthly Newsletter,0.6
Greg Winston,3750,,0.5081967213114754
Greg Winston,3750,Customer Care Campaign,1
Greg Winston,3750,Customer Follow-up,1
Greg Winston,3750,Monthly Newsletter,0.16666666666666666
Greg Winston,3750,New Product Releases,0.3333333333333333
Greg Winston,625,,0.3684210526315789
Greg Winston,625,Market Trends Newsletter,0.6
Greg Winston,625,New Product Releases,1
Greg Winston,625,Twitter,1
Greg Winston,1875,,0.6153846153846154
Greg Winston,1875,New Product Releases,1
Greg Winston,5125,,0.4666666666666667
Greg Winston,5125,New Product Releases,0.6666666666666666
Greg Winston,125,,0.5
Greg Winston,125,New Product Releases,1
Greg Winston,125,Twitter,0.5
Greg Winston,5625,,0.6
Greg Winston,5375,,0.42857142857142855
Greg Winston,5375,Consumer Tradeshow,1
Greg Winston,2125,,0.6363636363636364
Greg Winston,2000,,0.4117647058823529
Greg Winston,2000,Consumer Tradeshow,0.6666666666666666
Greg Winston,2875,,0.4166666666666667
Greg Winston,2875,Customer Care Campaign,1
Greg Winston,2250,,0.3333333333333333
Greg Winston,2250,Customer Care Campaign,1
Greg Winston,2250,Market Trends Newsletter,0.5
Greg Winston,5875,,0.4
Greg Winston,5875,Consumer Tradeshow,0.6666666666666666
Greg Winston,5875,Customer Care Campaign,1
Greg Winston,2375,,0.38461538461538464
Greg Winston,2375,Customer Care Campaign,1
Greg Winston,5250,,0.5714285714285714
Greg Winston,5750,,0.4166666666666667
Greg Winston,5750,Consumer Tradeshow,0.5
Greg Winston,250,,0.34615384615384615
Greg Winston,250,Market Trends Newsletter,1
Greg Winston,250,New Product Releases,1
Greg Winston,2500,,0.38095238095238093
Greg Winston,2500,Consumer Tradeshow,1
Greg Winston,2500,Customer Care Campaign,0.6666666666666666
Greg Winston,875,,0.42857142857142855
Greg Winston,875,Market Trends Newsletter,0.3333333333333333
Greg Winston,375,,0.3225806451612903
Greg Winston,375,Market Trends Newsletter,1
Greg Winston,375,Twitter,0.3333333333333333
Greg Winston,1125,,0.25806451612903225
Greg Winston,1125,Market Trends Newsletter,0.5
Greg Winston,1125,Twitter,1
Greg Winston,1000,,0.25
Greg Winston,1000,New Product Releases,0.4
Greg Winston,1000,Twitter,0.5
Greg Winston,750,,0.3333333333333333
Greg Winston,750,Market Trends Newsletter,0.25
Greg Winston,1500,,0.24390243902439024
Greg Winston,1500,Consumer Tradeshow,0.3333333333333333
Greg Winston,1500,Twitter,1
Greg Winston,1375,,0.17647058823529413
Greg Winston,1375,Consumer Tradeshow,1
Greg Winston,1375,Customer Care Campaign,0.8
Greg Winston,1625,,0.15625
Greg Winston,1625,Consumer Tradeshow,0.75
Greg Winston,1625,Twitter,0.5
Greg Winston,500,,0.15789473684210525
Greg Winston,500,New Product Releases,0.5
Greg Winston,1250,,0.10256410256410256
Greg Winston,1250,Consumer Tradeshow,0.6666666666666666
Greg Winston,1250,Customer Care Campaign,0.3333333333333333
Greg Winston,1750,,0.12195121951219512
Greg Winston,1750,Customer Care Campaign,1
Alan Steiner,5500,,0.8
Alan Steiner,5500,Market Trends Newsletter,1
Alan Steiner,5500,New Product Releases,1
Alan Steiner,5625,,1
Alan Steiner,1875,,0.7777777777777778
Alan Steiner,3875,,0.723404255319149
Alan Steiner,3875,Consumer Tradeshow,1
Alan Steiner,3875,Customer Care Campaign,1
Alan Steiner,3875,Customer Follow-up,1
Alan Steiner,3875,Monthly Newsletter,0.6
Alan Steiner,3375,,0.6458333333333334
Alan Steiner,3375,Consumer Tradeshow,1
Alan Steiner,3375,Customer Care Campaign,1
Alan Steiner,3375,Customer Follow-up,1
Alan Steiner,3375,Monthly Newsletter,0.8
Alan Steiner,3375,New Product Releases,1
Alan Steiner,6000,,0.7142857142857143
Alan Steiner,6000,Consumer Tradeshow,1
Alan Steiner,6000,Customer Care Campaign,1
Alan Steiner,4125,,0.6904761904761905
Alan Steiner,4125,Customer Care Campaign,1
Alan Steiner,4125,Customer Follow-up,1
Alan Steiner,4125,Monthly Newsletter,0.5
Alan Steiner,4125,New Product Releases,0.3333333333333333
Alan Steiner,2625,,0.6842105263157895
Alan Steiner,2625,Customer Care Campaign,0.6666666666666666
Alan Steiner,2625,Monthly Newsletter,1
Alan Steiner,3000,,0.6470588235294118
Alan Steiner,3000,Consumer Tradeshow,0.3333333333333333
Alan Steiner,3000,Customer Care Campaign,1
Alan Steiner,3000,Market Trends Newsletter,1
Alan Steiner,3000,Monthly Newsletter,1
Alan Steiner,3000,New Product Releases,0.3333333333333333
Alan Steiner,4250,,0.5714285714285714
Alan Steiner,4250,Customer Care Campaign,1
Alan Steiner,4250,Monthly Newsletter,0.3333333333333333
Alan Steiner,4250,New Product Releases,1
Alan Steiner,5375,,0.75
Alan Steiner,5375,Consumer Tradeshow,0.5
Alan Steiner,5375,Twitter,1
Alan Steiner,3250,,0.5576923076923077
Alan Steiner,3250,Consumer Tradeshow,0.6666666666666666
Alan Steiner,3250,Customer Care Campaign,1
Alan Steiner,3250,Customer Follow-up,0.5
Alan Steiner,3250,Monthly Newsletter,0.8
Alan Steiner,3250,Twitter,1
Alan Steiner,2875,,0.5454545454545454
Alan Steiner,2875,Customer Care Campaign,1
Alan Steiner,2875,Market Trends Newsletter,1
Alan Steiner,2875,Monthly Newsletter,1
Alan Steiner,4500,,0.6341463414634146
Alan Steiner,4500,Customer Follow-up,1
Alan Steiner,4500,Monthly Newsletter,0.3333333333333333
Alan Steiner,4500,New Product Releases,0.5
Alan Steiner,2750,,0.6
Alan Steiner,2750,Customer Care Campaign,0.5
Alan Steiner,2750,Monthly Newsletter,1
Alan Steiner,2750,New Product Releases,1
Alan Steiner,4625,,0.5531914893617021
Alan Steiner,4625,Customer Care Campaign,1
Alan Steiner,4625,Customer Follow-up,1
Alan Steiner,3625,,0.5423728813559322
Alan Steiner,3625,Customer Care Campaign,0.75
Alan Steiner,3625,Customer Follow-up,1
Alan Steiner,3625,New Product Releases,1
Alan Steiner,2250,,0.6
Alan Steiner,2250,Consumer Tradeshow,1
Alan Steiner,4375,,0.53125
Alan Steiner,4375,Consumer Tradeshow,1
Alan Steiner,4375,Customer Care Campaign,1
Alan Steiner,4375,Customer Follow-up,1
Alan Steiner,4375,Monthly Newsletter,0.4
Alan Steiner,5000,,0.5
Alan Steiner,5000,Consumer Tradeshow,1
Alan Steiner,5000,New Product Releases,0.5
Alan Steiner,5250,,0.6666666666666666
Alan Steiner,500,,0.5
Alan Steiner,500,Twitter,1
Alan Steiner,3125,,0.5
Alan Steiner,3125,Consumer Tradeshow,0.5
Alan Steiner,3125,Customer Care Campaign,1
Alan Steiner,3125,Customer Follow-up,1
Alan Steiner,3125,Monthly Newsletter,0.6666666666666666
Alan Steiner,3125,New Product Releases,0.5
Alan Steiner,4000,,0.5405405405405406
Alan Steiner,4000,Customer Care Campaign,1
Alan Steiner,4000,Monthly Newsletter,0.75
Alan Steiner,2500,,0.5652173913043478
Alan Steiner,2500,Customer Care Campaign,1
Alan Steiner,5875,,0.5555555555555556
Alan Steiner,5875,New Product Releases,1
Alan Steiner,3500,,0.49206349206349204
Alan Steiner,3500,Consumer Tradeshow,1
Alan Steiner,3500,Customer Care Campaign,1
Alan Steiner,3500,Customer Follow-up,1
Alan Steiner,3500,Monthly Newsletter,0.5714285714285714
Alan Steiner,3500,New Product Releases,0.5
Alan Steiner,3750,,0.5121951219512195
Alan Steiner,3750,Customer Care Campaign,1
Alan Steiner,3750,Customer Follow-up,0.6
Alan Steiner,3750,Market Trends Newsletter,1
Alan Steiner,3750,Monthly Newsletter,0.75
Alan Steiner,125,,0.5
Alan Steiner,125,Market Trends Newsletter,0.5
Alan Steiner,125,New Product Releases,1
Alan Steiner,6125,,0.5714285714285714
Alan Steiner,6125,Consumer Tradeshow,1
Alan Steiner,4875,,0.5
Alan Steiner,4750,,0.4146341463414634
Alan Steiner,4750,Customer Follow-up,0.6666666666666666
Alan Steiner,4750,Monthly Newsletter,0.3333333333333333
Alan Steiner,2000,,0.5
Alan Steiner,2375,,0.3
Alan Steiner,2375,Consumer Tradeshow,0.8
Alan Steiner,250,,0.3333333333333333
Alan Steiner,250,New Product Releases,1
Alan Steiner,5750,,0.5
Alan Steiner,375,,0.36363636363636365
Alan Steiner,1000,,0.3
Alan Steiner,1000,Twitter,1
Alan Steiner,875,,0.25
Alan Steiner,875,Market Trends Newsletter,0.3333333333333333
Alan Steiner,875,Twitter,1
Alan Steiner,5125,,0.42857142857142855
Alan Steiner,1500,,0.2727272727272727
Alan Steiner,1500,Consumer Tradeshow,0.5
Alan Steiner,1500,Customer Care Campaign,1
Alan Steiner,1125,,0.2631578947368421
Alan Steiner,1125,New Product Releases,0.5
Alan Steiner,625,,0.17647058823529413
Alan Steiner,625,New Product Releases,0.5
Alan Steiner,750,,0.16666666666666666
Alan Steiner,750,Market Trends Newsletter,0.2
Alan Steiner,1625,,0.14285714285714285
Alan Steiner,2125,,0.14285714285714285
Alan Steiner,1375,,0.125
Alan Steiner,1250,,0.041666666666666664
Alan Steiner,1250,Consumer Tradeshow,1
Alan Steiner,1750,,0.02631578947368421
Sanjay Shah,5750,,1
Sanjay Shah,5750,Consumer Tradeshow,1
Sanjay Shah,5875,,1
Sanjay Shah,5875,Market Trends Newsletter,1
Sanjay Shah,6125,,1
Sanjay Shah,6125,Consumer Tradeshow,1
Sanjay Shah,6125,New Product Releases,1
Sanjay Shah,5375,,0.6666666666666666
Sanjay Shah,5375,New Product Releases,1
Sanjay Shah,5500,,0.6666666666666666
Sanjay Shah,5500,New Product Releases,1
Sanjay Shah,4625,,0.5384615384615384
Sanjay Shah,4625,Consumer Tradeshow,1
Sanjay Shah,4625,Customer Follow-up,1
Sanjay Shah,4625,Monthly Newsletter,0.5
Sanjay Shah,4625,New Product Releases,1
Sanjay Shah,1000,,1
Sanjay Shah,1000,Consumer Tradeshow,1
Sanjay Shah,1000,Customer Care Campaign,1
Sanjay Shah,6000,,0.3333333333333333
Sanjay Shah,6000,New Product Releases,1
Sanjay Shah,250,,0.4
Sanjay Shah,250,Market Trends Newsletter,1
Sanjay Shah,750,,0.5
Sanjay Shah,750,New Product Releases,1
Sanjay Shah,2000,,0.6666666666666666
Sanjay Shah,2000,Customer Care Campaign,1
Sanjay Shah,2000,Twitter,0.5
Sanjay Shah,2125,,0.4
Sanjay Shah,2125,Consumer Tradeshow,1
Sanjay Shah,2125,New Product Releases,1
Sanjay Shah,4750,,0.42857142857142855
Sanjay Shah,4750,Customer Care Campaign,1
Sanjay Shah,4750,Customer Follow-up,1
Sanjay Shah,4750,Monthly Newsletter,1
Sanjay Shah,4750,New Product Releases,1
Sanjay Shah,625,,0.5
Sanjay Shah,3375,,0.4
Sanjay Shah,3375,Customer Care Campaign,1
Sanjay Shah,3375,Customer Follow-up,1
Sanjay Shah,3375,Monthly Newsletter,0.5
Sanjay Shah,3375,New Product Releases,1
Sanjay Shah,3625,,0.4782608695652174
Sanjay Shah,3625,Consumer Tradeshow,1
Sanjay Shah,3625,Customer Follow-up,1
Sanjay Shah,1250,,0.5833333333333334
Sanjay Shah,2625,,0.2857142857142857
Sanjay Shah,2625,Consumer Tradeshow,1
Sanjay Shah,2625,New Product Releases,1
Sanjay Shah,1875,,0.16666666666666666
Sanjay Shah,1875,Consumer Tradeshow,1
Sanjay Shah,1875,Market Trends Newsletter,1
Sanjay Shah,1875,Twitter,1
Sanjay Shah,4500,,0.35294117647058826
Sanjay Shah,4500,Customer Care Campaign,1
Sanjay Shah,4500,Customer Follow-up,1
Sanjay Shah,4500,New Product Releases,1
Sanjay Shah,4875,,0.3333333333333333
Sanjay Shah,4875,Customer Follow-up,1
Sanjay Shah,4875,Monthly Newsletter,0.5
Sanjay Shah,4875,New Product Releases,1
Sanjay Shah,2500,,0.2857142857142857
Sanjay Shah,2500,Consumer Tradeshow,1
Sanjay Shah,125,,0.2727272727272727
Sanjay Shah,125,Market Trends Newsletter,1
Sanjay Shah,125,New Product Releases,1
Sanjay Shah,125,Twitter,0.3333333333333333
Sanjay Shah,3750,,0.23529411764705882
Sanjay Shah,3750,Customer Follow-up,1
